Dat,Site Name,Status,Priority,Severity,Screen Status,State,Case status,Type,Category,Reported Issue,Resolution,Queue Name,Region,Market,Creation Time,Last Update Time,Resolution time
1880114,Pathe Nice Gare Du Sud,Under Review,Critical,High (Critical),UP,Kuwait,Under Review,Email Request,Network,Hardware Issues,Adjusted Settings,Future Work,EMEA,Market-UK-CDS-VUK-CDS,11/5/2025 13:31,11/6/2025 13:31,1
1880115,Wanda Chengdu Wuhou,Resolved,Major,Medium (Major),UP,Singapore,Resolved,Phone Call,Facility,Content Update Request,Replaced Component,APAC Dispatched,APAC,Market-Singapore,10/5/2025 13:31,10/5/2025 13:31,0
1880116,KNCC Cinescape Avenues,Under Review,Major,High (Major),UP,England,Under Review,Email Request,Automation,Color Calibration Required,Hardware Replaced,Future Work,EMEA,Market-Kuwait,1/18/2025 13:31,1/19/2025 13:31,1
1880117,Regal LA Live,Closed,Major,Medium (Major),UP,TX,Closed,Email Request,Audio,Software Not Responding,Replaced Qalif,CSE Dispatched,Americas,Market-SAF,7/31/2025 13:31,8/1/2025 13:31,1
1880118,Kinopolis Munich,Resolved,Minor,Medium (Minor),UP,Germany,Resolved,Phone Call,Network,Application Not Responding,Pending Resolution,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,8/18/2025 13:31,8/18/2025 13:31,0
1880119,Pathe Nice Gare Du Sud,Solving,Minor,Low (Minor),UP,Germany,Solving,Email Request,Screen / Masking,IMAGE DISCOLORATION,Replaced Component,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,6/29/2025 13:31,6/29/2025 13:31,0
1880120,CGV Seoul Gangnam,Solving,Minor,Low (Minor),UP,Thailand,Solving,Email Request,Projector,Laser Module Driver Warning,Power cycled / Reboot Server,APAC Issues,APAC,Market-Hong Kong,6/12/2025 13:31,6/12/2025 13:31,0
1880121,Dolby Burbank Umlang,Solving,Minor,Medium (Minor),UP,NY,Solving,Phone Call,Dolby Corridor,TPC Display Issue,Adjusted Settings,EM3 Issues,Americas,Market-NSH,6/15/2025 13:31,6/15/2025 13:31,0
1880122,Wanda XiAn Gaoxin,Solving,Major,High (Major),UP,Singapore,Solving,Email Request,Dolby Corridor,IMAGE DISCOLORATION,Replaced Qalif,APAC Dispatched,APAC,Market-China-CGV,1/30/2025 13:31,1/31/2025 13:31,1
1880123,CGV Seoul Gangnam,Resolved,Informational,Low (Minor),UP,China,Resolved,Phone Call,Qalif,Auditorium Lighting Issue,Recalibrated System,APAC Dispatched,APAC,Market-Thailand,10/21/2025 13:31,10/21/2025 13:31,0
1880124,Cinemark Playa Vista,Under Review,Critical,High (Critical),UP,TX,Under Review,Email Request,Automation,CAN NOT POWER-UP COMPONENT,Adjusted Settings,Customer Managed,Americas,Market-NSH,3/23/2025 13:31,3/23/2025 13:31,0
1880125,Pathe Massy,Under Review,Minor,Medium (Minor),UP,France,Under Review,Email Request,Automation,PLAYBACK STOPPED UNEXPECTEDLY,Adjusted Settings,EMEA Dispatched,EMEA,Market-Saudi Arabia,2/7/2025 13:31,2/7/2025 13:31,0
1880126,CGV Beijing Wanda,Solving,Critical,High (Critical),DOWN,China,Solving,Email Request,Screen / Masking,Auditorium Lighting Issue,Hardware Replaced,APAC Dispatched,APAC,Market-Singapore,7/6/2025 13:31,7/6/2025 13:31,0
1880127,AMC Staten Island Mall 11 - 0558,Solving,Informational,Low (Minor),UP,NY,Solving,Email Request,Facility,Network Connectivity Issue,Software Update Applied,Customer Managed,Americas,Market-LA,11/12/2025 13:31,11/22/2025 13:31,10
1880128,Wanda Jiaxing,Solving,Minor,Medium (Minor),Please Specify,Korea,Solving,Email Request,Projector,Laser Module Driver Warning,Firmware Updated,APAC Issues,APAC,Market-Japan,11/1/2025 13:31,11/2/2025 13:31,1
1880129,Vue Hilversum,Solving,Major,High (Major),UP,Kuwait,Solving,Phone Call,Network,IMPROPER AUDIO LEVEL,Adjusted Settings,EMEA Dispatched,EMEA,Market-Germany,6/19/2025 13:31,6/19/2025 13:31,0
1880130,CGV Beijing Wanda,Solving,Major,Medium (Major),UP,Korea,Solving,Email Request,Facility,Color Calibration Required,Replaced Component,APAC Issues,APAC,Market-Hong Kong,8/19/2025 13:31,8/19/2025 13:31,0
1880131,Major Cineplex Bangkok,Solving,Major,High (Major),UP,Singapore,Solving,Email Request,Network,Screen Shaker Vibration,Replaced UPS Batteries,APAC Issues,APAC,Market-Thailand,4/19/2025 13:31,4/20/2025 13:31,1
1880132,Kinopolis Munich,Under Review,Major,High (Major),UP,Germany,Under Review,Email Request,Screen / Masking,TPC Display Issue,Hardware Replaced,EMEA Issues,EMEA,Market-Saudi Arabia,9/25/2025 13:31,9/26/2025 13:31,1
1880133,Pathe Rouen Docks 76,Solving,Minor,Medium (Minor),UP,Germany,Solving,Email Request,Dolby Corridor,UPS Issue,Replaced UPS Batteries,EMEA Issues,EMEA,Market-Saudi Arabia,6/6/2025 13:31,6/6/2025 13:31,0
1880134,CGV Shanghai Fudi,Solving,Minor,Low (Minor),UP,Thailand,Solving,Email Request,Automation,Laser Module Driver Warning,Adjusted Settings,APAC Dispatched,APAC,Market-Japan,10/15/2025 13:31,10/15/2025 13:31,0
1880135,AMC Empire 25 - 0552,Solving,Minor,Low (Minor),UP,TX,Solving,Email Request,Projector,Network Connectivity Issue,Replaced Component,3rd Party Issues,Americas,Market-NY,4/8/2025 13:31,4/8/2025 13:31,0
1880136,Cineworld Birmingham,Solving,Major,Medium (Major),UP,Kuwait,Solving,Email Request,Dolby Corridor,Content Update Request,Replaced UPS Batteries,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,8/9/2025 13:31,8/9/2025 13:31,0
1880137,AMC Mission Valley 20 - 0246,Solving,Major,High (Major),UP,KY,Solving,Phone Call,Automation,Software Not Responding,Power cycled / Reboot Server,Customer Managed,Americas,Market-SAF,10/6/2025 13:31,10/6/2025 13:31,0
1880138,Wanda Jiaxing,Resolved,Minor,Medium (Minor),UP,Singapore,Resolved,Web Support,Network,CAN NOT POWER-UP COMPONENT,Firmware Updated,APAC Issues,APAC,Market-Singapore,1/6/2025 13:31,1/6/2025 13:31,0
1880139,Cinemark Playa Vista,Under Review,Critical,High (Critical),Please Specify,TN,Under Review,Email Request,Screen / Masking,CAN NOT POWER-UP COMPONENT,Replaced Component,3rd Party Issues,Americas,Market-NY,6/19/2025 13:31,6/19/2025 13:31,0
1880140,Dolby Headquarters 1,Solving,Major,High (Major),UP,CA,Solving,Email Request,Screen / Masking,TPC Display Issue,Network Configuration Fixed,CSE Dispatched,Americas,Market-CA,6/7/2025 13:31,6/7/2025 13:31,0
1880141,CGV Shanghai Fudi,Solving,Minor,Low (Minor),DOWN,Singapore,Solving,Phone Call,Audio,Booth Temperature Issue,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Singapore,4/2/2025 13:31,4/2/2025 13:31,0
1880142,Dolby Headquarters 1,Solving,Major,Medium (Major),UP,TX,Solving,Email Request,Audio,Laser Module Driver Warning,Replaced UPS Batteries,Customer Managed,Americas,Market-SAF,2/21/2025 13:31,2/21/2025 13:31,0
1880143,KNCC Cinescape Avenues,Under Review,Major,Medium (Major),UP,Kuwait,Under Review,Email Request,Network,Hardware Issues,Recalibrated System,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,9/15/2025 13:31,9/15/2025 13:31,0
1880144,Wanda Jiaxing,Closed,Critical,High (Critical),UP,Korea,Closed,Email Request,Projector,Network Connectivity Issue,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Japan,8/6/2025 13:31,8/6/2025 13:31,0
1880145,AMC Jersey Gardens 20 - 2198,Solving,Minor,Medium (Minor),UP,KY,Solving,Email Request,Audio,Booth Temperature Issue,Firmware Updated,EM3 Issues,Americas,Market-LA,3/28/2025 13:31,3/28/2025 13:31,0
1880146,AMC Newport On The Levee 20 - 0665,Under Review,Major,Medium (Major),UP,TX,Under Review,Web Support,Facility,NO IMAGE,Network Configuration Fixed,CSE Dispatched,Americas,Market-SAF,2/26/2025 13:31,2/26/2025 13:31,0
1880147,Odeon Thorpe Park,Under Review,Critical,High (Critical),UP,Kuwait,Under Review,Email Request,Facility,Laser Module Driver Warning,Replaced Component,Future Work,EMEA,Market-Germany,9/27/2025 13:31,9/27/2025 13:31,0
1880148,CGV Seoul Gangnam,Resolved,Minor,Medium (Minor),UP,Singapore,Resolved,Email Request,Network,IMPROPER AUDIO LEVEL,Adjusted Settings,APAC Dispatched,APAC,Market-Thailand,8/2/2025 13:31,8/2/2025 13:31,0
1880149,Major Cineplex Bangkok,Resolved,Minor,Medium (Minor),UP,China,Resolved,Email Request,Automation,Application Not Responding,Replaced Qalif,APAC Issues,APAC,Market-Japan,9/9/2025 13:31,9/9/2025 13:31,0
1880150,AMC Dine-In Thoroughbred 20 - 4457,Closed,Major,High (Major),UP,NY,Closed,Email Request,Screen / Masking,Screen Shaker Vibration,Software Update Applied,CSE Dispatched,Americas,Market-NY,10/22/2025 13:31,10/23/2025 13:31,1
1880151,Vue London Leicester Square,Resolved,Major,Medium (Major),UP,Germany,Resolved,Web Support,Audio,INTERMITTENT AUDIO,Hardware Replaced,Future Work,EMEA,Market-Germany,7/20/2025 13:31,7/21/2025 13:31,1
1880152,AMC Jersey Gardens 20 - 2198,Solving,Major,High (Major),UP,OH,Solving,Phone Call,Projector,INTERMITTENT AUDIO,Replaced UPS Batteries,3rd Party Issues,Americas,Market-COLOH,5/28/2025 13:31,5/29/2025 13:31,1
1880153,Pathe Massy,Solving,Major,High (Major),UP,Kuwait,Solving,Email Request,Screen / Masking,Booth Temperature Issue,Adjusted Settings,EMEA Dispatched,EMEA,Market-Germany,11/19/2025 13:31,11/19/2025 13:31,0
1880154,CGV Beijing Wanda,Closed,Major,Medium (Major),UP,Korea,Closed,Email Request,Network,TPC Display Issue,Firmware Updated,APAC Issues,APAC,Market-Japan,6/18/2025 13:31,6/18/2025 13:31,0
1880155,Wanda Changsha,Solving,Minor,Low (Minor),UP,Thailand,Solving,Email Request,Automation,Color Calibration Required,Firmware Updated,APAC Issues,APAC,Market-Korea,11/9/2025 13:31,11/9/2025 13:31,0
1880156,Muvi Mall of Dhahran,Resolved,Major,Medium (Major),DOWN,France,Resolved,Email Request,Audio,Application Not Responding,Power cycled / Reboot Server,EMEA Issues,EMEA,Market-Saudi Arabia,2/5/2025 13:31,2/5/2025 13:31,0
1880157,Regal LA Live,Solving,Minor,Medium (Minor),UP,TN,Solving,Email Request,Qalif,INTERMITTENT AUDIO,Adjusted Settings,3rd Party Issues,Americas,Market-SAD,9/8/2025 13:31,9/8/2025 13:31,0
1880158,Dolby Headquarters 1,Solving,Major,High (Major),UP,CA,Solving,Email Request,Projector,NO IMAGE,Recalibrated System,EM3 Issues,Americas,Market-COLOH,2/20/2025 13:31,2/20/2025 13:31,0
1880159,AMC Lincoln Square 13 - 2310,Resolved,Informational,Low (Minor),UP,NY,Resolved,Email Request,Automation,Booth Audio Monitor Issue,Adjusted Settings,CSE Dispatched,Americas,Market-SAD,10/2/2025 13:31,10/21/2025 13:31,19
1880160,Muvi Mall of Dhahran,Solving,Minor,Medium (Minor),UP,Netherlands,Solving,Email Request,Screen / Masking,UPS Issue,Replaced Qalif,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,8/17/2025 13:31,8/17/2025 13:31,0
1880161,Dolby Burbank Umlang,Under Review,Minor,Medium (Minor),DOWN,CA,Under Review,Web Support,Facility,Application Not Responding,Pending Resolution,Customer Managed,Americas,Market-NJ,11/5/2025 13:31,11/5/2025 13:31,0
1880162,AMC Lincoln Square 13 - 2310,Closed,Informational,Low (Minor),UP,NJ,Closed,Email Request,Screen / Masking,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,CSE Dispatched,Americas,Market-LA,4/13/2025 13:31,4/13/2025 13:31,0
1880163,Golden Harvest Hong Kong,Closed,Major,High (Major),UP,Japan,Closed,Phone Call,Automation,IMAGE DISCOLORATION,Firmware Updated,APAC Issues,APAC,Market-Hong Kong,7/18/2025 13:31,7/19/2025 13:31,1
1880164,Regal LA Live,Resolved,Minor,Medium (Minor),UP,NJ,Resolved,Email Request,Projector,Content Update Request,Replaced Component,3rd Party Issues,Americas,Market-SAF,2/26/2025 13:31,2/26/2025 13:31,0
1880165,Dolby Burbank Umlang,Closed,Minor,Medium (Minor),UP,NY,Closed,Email Request,Network,Software Not Responding,Hardware Replaced,3rd Party Issues,Americas,Market-COLOH,7/25/2025 13:31,7/26/2025 13:31,1
1880166,AMC Dine-In Thoroughbred 20 - 4457,Solving,Major,High (Major),UP,KY,Solving,Email Request,Dolby Corridor,NO IMAGE,Firmware Updated,CSE Dispatched,Americas,Market-NSH,10/18/2025 13:31,10/20/2025 13:31,2
1880167,Dolby Headquarters 1,Resolved,Minor,Medium (Minor),UP,OH,Resolved,Email Request,Audio,TPC Display Issue,Software Update Applied,3rd Party Issues,Americas,Market-NJ,1/2/2025 13:31,1/2/2025 13:31,0
1880168,CGV Seoul Gangnam,Resolved,Major,Medium (Major),UP,Korea,Resolved,Phone Call,Facility,Application Not Responding,Firmware Updated,APAC Issues,APAC,Market-Thailand,5/4/2025 13:31,5/5/2025 13:31,1
1880169,Dolby Burbank Umlang,Resolved,Major,Medium (Major),UP,KY,Resolved,Email Request,Automation,CAN NOT POWER-UP COMPONENT,Pending Resolution,3rd Party Issues,Americas,Market-LA,1/22/2025 13:31,1/25/2025 13:31,3
1880170,Lotte Cinema Seoul,Solving,Major,High (Major),UP,Japan,Solving,Phone Call,Network,Laser Module Driver Warning,Firmware Updated,APAC Issues,APAC,Market-Singapore,5/27/2025 13:31,5/28/2025 13:31,1
1880171,Muvi Mall of Dhahran,Solving,Major,Medium (Major),Please Specify,England,Solving,Email Request,Dolby Corridor,Hardware Issues,Adjusted Settings,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,5/9/2025 13:31,5/10/2025 13:31,1
1880172,AMC Jersey Gardens 20 - 2198,Resolved,Minor,Low (Minor),UP,OH,Resolved,Email Request,Automation,IMAGE DISCOLORATION,Firmware Updated,Customer Managed,Americas,Market-SAD,1/23/2025 13:31,1/23/2025 13:31,0
1880173,Pathe Massy,Under Review,Minor,Medium (Minor),UP,Kuwait,Under Review,Email Request,Facility,IMAGE DISCOLORATION,Replaced Component,EMEA Dispatched,EMEA,Market-Germany,3/14/2025 13:31,3/14/2025 13:31,0
1880174,Wanda Shanghai Darongcheng,Resolved,Critical,High (Critical),UP,Korea,Resolved,Phone Call,Screen / Masking,Network Connectivity Issue,Pending Resolution,APAC Issues,APAC,Market-Thailand,2/8/2025 13:31,2/8/2025 13:31,0
1880175,Odeon Thorpe Park,Under Review,Critical,High (Critical),UP,Netherlands,Under Review,Web Support,Projector,Disk Capacity Warning,Replaced UPS Batteries,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,1/12/2025 13:31,1/12/2025 13:31,0
1880176,Pathe Rouen Docks 76,Solving,Minor,Low (Minor),UP,Germany,Solving,Email Request,Qalif,Booth Audio Monitor Issue,Hardware Replaced,EMEA Issues,EMEA,Market-Saudi Arabia,7/22/2025 13:31,7/22/2025 13:31,0
1880177,CGV Shanghai Fudi,Resolved,Minor,Low (Minor),UP,Singapore,Resolved,Email Request,Projector,IMPROPER AUDIO LEVEL,Network Configuration Fixed,APAC Issues,APAC,Market-Hong Kong,11/18/2025 13:31,11/18/2025 13:31,0
1880178,AMC Dine-In Thoroughbred 20 - 4457,Solving,Critical,High (Critical),UP,NY,Solving,Email Request,Automation,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,3rd Party Issues,Americas,Market-COLOH,8/5/2025 13:31,8/5/2025 13:31,0
1880179,SF Cinema Tokyo,Solving,Informational,Low (Minor),UP,China,Solving,Email Request,Screen / Masking,Color Calibration Required,Network Configuration Fixed,APAC Dispatched,APAC,Market-Japan,7/31/2025 13:31,7/31/2025 13:31,0
1880180,Wanda Chengdu Wuhou,Solving,Minor,Low (Minor),DOWN,Japan,Solving,Email Request,Network,Laser Module Driver Warning,Pending Resolution,APAC Issues,APAC,Market-Hong Kong,1/29/2025 13:31,1/29/2025 13:31,0
1880181,Odeon Leicester Square,Resolved,Major,Medium (Major),UP,France,Resolved,Email Request,Dolby Corridor,Color Calibration Required,Replaced Component,Future Work,EMEA,Market-Germany,9/14/2025 13:31,9/14/2025 13:31,0
1880182,SF Cinema Tokyo,Under Review,Minor,Low (Minor),UP,Singapore,Under Review,Phone Call,Qalif,CAN NOT POWER-UP COMPONENT,Replaced Qalif,APAC Dispatched,APAC,Market-Thailand,2/9/2025 13:31,2/9/2025 13:31,0
1880183,Wanda Jiaxing,Solving,Minor,Low (Minor),UP,Thailand,Solving,Email Request,Audio,NO IMAGE,Replaced Qalif,APAC Issues,APAC,Market-Hong Kong,7/23/2025 13:31,7/23/2025 13:31,0
1880184,Vue Eindhoven,Resolved,Major,High (Major),UP,Kuwait,Resolved,Email Request,Qalif,INTERMITTENT AUDIO,Pending Resolution,EMEA Issues,EMEA,Market-Saudi Arabia,6/25/2025 13:31,6/25/2025 13:31,0
1880185,Wanda Shanghai Darongcheng,Solving,Major,High (Major),UP,Thailand,Solving,Email Request,Facility,Network Connectivity Issue,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Japan,6/9/2025 13:31,6/9/2025 13:31,0
1880186,Vue London Leicester Square,Under Review,Minor,Low (Minor),UP,Netherlands,Under Review,Phone Call,Automation,Screen Shaker Vibration,Software Update Applied,EMEA Issues,EMEA,Market-Saudi Arabia,1/21/2025 13:31,1/21/2025 13:31,0
1880187,AMC Mission Valley 20 - 0246,Solving,Major,Medium (Major),UP,TN,Solving,Email Request,Automation,Booth Temperature Issue,Replaced Qalif,Customer Managed,Americas,Market-SAD,8/26/2025 13:31,8/26/2025 13:31,0
1880188,KNCC Cinescape Avenues,Solving,Minor,Medium (Minor),UP,France,Solving,Web Support,Audio,CAN NOT POWER-UP COMPONENT,Software Update Applied,EMEA Issues,EMEA,Market-France-ADDE-CDS,11/18/2025 13:31,11/18/2025 13:31,0
1880189,CGV Shanghai Fudi,Under Review,Major,High (Major),UP,Korea,Under Review,Web Support,Dolby Corridor,Software Not Responding,Software Update Applied,APAC Issues,APAC,Market-Singapore,11/21/2025 13:31,11/22/2025 13:31,1
1880190,AMC Jersey Gardens 20 - 2198,Resolved,Informational,Low (Minor),UP,NJ,Resolved,Email Request,Automation,IMAGE DISCOLORATION,Adjusted Settings,EM3 Issues,Americas,Market-NY,9/12/2025 13:31,9/12/2025 13:31,0
1880191,Wanda XiAn Gaoxin,Under Review,Major,High (Major),UP,Thailand,Under Review,Phone Call,Audio,Content Update Request,Adjusted Settings,APAC Issues,APAC,Market-Japan,10/9/2025 13:31,10/9/2025 13:31,0
1880192,Cinemark Century City,Solving,Minor,Low (Minor),DOWN,NJ,Solving,Email Request,Screen / Masking,Hardware Issues,Hardware Replaced,EM3 Issues,Americas,Market-LA,5/6/2025 13:31,5/7/2025 13:31,1
1880193,Cinemark Century City,Solving,Informational,Low (Minor),UP,NJ,Solving,Email Request,Audio,Screen Shaker Vibration,Recalibrated System,Customer Managed,Americas,Market-SAD,9/22/2025 13:31,9/27/2025 13:31,5
1880194,Wanda Jiaxing,Solving,Critical,High (Critical),DOWN,Singapore,Solving,Email Request,Qalif,IMAGE GEOMETRY/ALIGNMENT ISSUE,Adjusted Settings,APAC Issues,APAC,Market-China-CGV,3/11/2025 13:31,3/11/2025 13:31,0
1880195,Pathe Rouen Docks 76,Solving,Major,High (Major),UP,England,Solving,Email Request,Screen / Masking,PLAYBACK STOPPED UNEXPECTEDLY,Replaced Component,EMEA Issues,EMEA,Market-France-ADDE-CDS,4/6/2025 13:31,4/7/2025 13:31,1
1880196,Wanda Shanghai Darongcheng,Solving,Minor,Medium (Minor),UP,Singapore,Solving,Web Support,Screen / Masking,CAN NOT POWER-UP COMPONENT,Hardware Replaced,APAC Dispatched,APAC,Market-Hong Kong,2/4/2025 13:31,2/4/2025 13:31,0
1880197,Golden Harvest Hong Kong,Closed,Minor,Low (Minor),UP,China,Closed,Email Request,Projector,Network Connectivity Issue,Network Configuration Fixed,APAC Dispatched,APAC,Market-Thailand,10/5/2025 13:31,10/5/2025 13:31,0
1880198,Vue Hilversum,Under Review,Major,Medium (Major),UP,Kuwait,Under Review,Email Request,Qalif,CAN NOT POWER-UP COMPONENT,Replaced Component,Future Work,EMEA,Market-Saudi Arabia,10/8/2025 13:31,10/9/2025 13:31,1
1880199,CGV Shanghai Fudi,Resolved,Minor,Medium (Minor),UP,Korea,Resolved,Email Request,Facility,Hardware Issues,Firmware Updated,APAC Dispatched,APAC,Market-Korea,7/10/2025 13:31,7/10/2025 13:31,0
1880200,Dolby Burbank Umlang,Under Review,Minor,Medium (Minor),UP,OH,Under Review,Phone Call,Screen / Masking,Screen Shaker Vibration,Software Update Applied,EM3 Issues,Americas,Market-SAD,4/22/2025 13:31,4/22/2025 13:31,0
1880201,Kinopolis Munich,Resolved,Minor,Low (Minor),UP,Germany,Resolved,Web Support,Dolby Corridor,IMAGE GEOMETRY/ALIGNMENT ISSUE,Recalibrated System,Future Work,EMEA,Market-France-ADDE-CDS,2/18/2025 13:31,2/18/2025 13:31,0
1880202,Wanda Jiaxing,Resolved,Minor,Medium (Minor),UP,Singapore,Resolved,Web Support,Screen / Masking,Software Not Responding,Replaced Component,APAC Dispatched,APAC,Market-Hong Kong,11/13/2025 13:31,11/13/2025 13:31,0
1880203,KNCC Cinescape Avenues,Resolved,Major,Medium (Major),DOWN,France,Resolved,Web Support,Qalif,IMPROPER AUDIO LEVEL,Replaced Component,EMEA Issues,EMEA,Market-Kuwait,3/8/2025 13:31,3/8/2025 13:31,0
1880204,CGV Seoul Gangnam,Closed,Critical,High (Critical),UP,China,Closed,Web Support,Automation,Color Calibration Required,Power cycled / Reboot Server,APAC Issues,APAC,Market-Hong Kong,10/11/2025 13:31,10/11/2025 13:31,0
1880205,Wanda Shanghai Darongcheng,Solving,Major,High (Major),UP,Japan,Solving,Email Request,Projector,IMAGE DISCOLORATION,Software Update Applied,APAC Dispatched,APAC,Market-Korea,4/12/2025 13:31,4/12/2025 13:31,0
1880206,SF Cinema Tokyo,Resolved,Major,High (Major),UP,Singapore,Resolved,Phone Call,Screen / Masking,Booth Temperature Issue,Network Configuration Fixed,APAC Issues,APAC,Market-Thailand,4/16/2025 13:31,4/16/2025 13:31,0
1880207,CGV Shanghai Fudi,Solving,Minor,Medium (Minor),UP,Japan,Solving,Email Request,Dolby Corridor,Disk Capacity Warning,Adjusted Settings,APAC Issues,APAC,Market-Korea,6/19/2025 13:31,6/19/2025 13:31,0
